snippet,lead_paragraph,word_count,pub_date,headline.main,subsection_name,year
"China began tallying its population on Monday for the first time since 2000, sending out six million census-takers out to survey 400 million households.","BEIJING  China began tallying its population on Monday for the first time since 2000, an arduous task likely to be made even tougher by the need to count scores of millions of migrant workers in the nation’s big cities.",705,2010-11-01,China Aims to Chart Shifting Population,Asia Pacific,2010
"More than three decades ago, my mother, grandmother and I boarded a train in Bucharest. I was 5, and I had been told we were going on a holiday to Paris.","More than three decades ago, my mother, grandmother and I boarded a train in communist Romania, armed with the papers my mother had painstakingly gathered in an effort to give me a better life. I was 5 years old, and I had been told we were going on a holiday to Paris. I realized something was wrong when my surrogate grandfather Tata Geo (Father Geo) broke into sobs as we left the house.",919,2015-09-06,"A Train Journey From Communism to Freedom, Almost Ended in Hungary",Europe,2015
Austria. France. Part of Canada. More regions are considering or adopting laws that restrict such garments in public.,"PARIS — The Canadian province of Quebec is the latest place to make it a crime to wear a face-covering garment in public, a move that critics derided as discriminatory against Muslim women.",881,2017-10-19,Burqa Bans: Which Countries Outlaw Face Coverings?,Europe,2017
"As foreigners jammed Tripoli’s airport, European countries sought help in coping with what could be a huge wave of refugees from across the Mediterranean.","Frantic operations to evacuate foreigners from the widening chaos in Libya continued Thursday, and European officials were already looking toward the next challenge: coping with what could be a huge influx of refugees from across the Mediterranean. ",560,2011-02-24,"Amid Exodus From Libya, Europe Braces for Refugees",Africa,2011
"The Philippine government said the woman had been convicted of murder, but details of her case were not made public.","MANILA — A 39-year-old Filipina maid was executed early this week in Saudi Arabia despite protests from the Philippines, officials said on Thursday.",447,2019-01-31,"Saudis Executed Maid From Philippines Despite Protests, Officials Say",Asia Pacific,2019
"Pope Francis, who seems resigned that a devout and Catholic Europe has largely slipped into the church’s past, has shifted his focus to the world’s outcasts.","VATICAN CITY — When nearly one-third of Ireland’s Catholic population came to see Pope John Paul II celebrate a papal Mass in Dublin in 1979, divorce, homosexual acts and abortion were all illegal in the country. Ireland, like much of Europe, toed the line on Roman Catholic Church teaching.",1452,2018-05-27,"As Ireland Joins Europe’s Sprint From Catholic Fold, Francis Looks South",Europe,2018
"The remarks, delivered in the United Arab Emirates, were exceptionally candid for a pontiff who usually does not criticize the country that hosts him.","ABU DHABI, United Arab Emirates — Pope Francis used the keynote address of his roughly 40-hour stay in the United Arab Emirates to breach delicate taboos on Monday, specifically mentioning Yemen, where his hosts are engaged in a brutal war, and calling on countries throughout the Gulf region to extend citizenship rights to religious minorities.",1485,2019-02-04,Pope Francis Breaks Some Taboos on Visit to Persian Gulf,Middle East,2019
Financial worries and fears about terrorism and immigration are contributing to a rise in right-wing politicians in Europe similar to Donald J. Trump.,LONDON — Mass shootings by Islamist militants. Migrants crashing borders. International competition punishing workers but enriching elites.,1519,2015-12-10,Voter Insecurities Feed Rise of Right-Leaning Populist Politicians,Europe,2015
"An ethnic Uighur Muslim family’s struggle to stay in Sweden illustrates the risks for a people whose plight, until recently, had received little attention.","GAVLE, Sweden — Abdikadir Yasin and his wife waited for months, dreading a call telling them they would have to leave Sweden and return to western China, where the government has corralled hundreds of thousands of Muslim Uighurs like them into re-education camps.",1533,2018-10-27,"They Escaped China’s Crackdown, but Now Wait in Limbo",Asia Pacific,2018
"Though in its early stages, Donald J. Trump’s presidency has already called into question what kind of role the United States aims to play in the world.","PARIS — When the State Department released its annual human rights report last week, it contained many of the usual tough American judgments of other countries. Iran was criticized for restricting freedom of religion and the media; Russia for discriminating against minorities; Eritrea for using torture; Bulgaria for violence against migrants and asylum seekers. The list went on.",1508,2017-03-10,Allies Fear Trump Is Eroding America’s Moral Authority,Europe,2017
"Britain’s plan to leave the European Union has prompted thousands of Europeans to return to the Continent, forcing British employers to compete for a diminishing pool of workers.","FORDOUN, Scotland — The first inkling that Ross Mitchell knew something had gone awry was when a busload of Bulgarians he had hired to pick blueberries last month failed to appear.",1514,2017-12-16,Exodus of Foreign Workers Leaves British Employers in the Lurch,Europe,2017
Little has been done in Western capitals to stop or mitigate the slow-motion disaster that was befalling Syrian civilians and sending them on the run.,"BEIRUT, Lebanon — Arresting images of desperation on the West’s doorstep have brought Syria, for the moment, back to worldwide attention: refugees cramming into train stations and climbing border fences; drowned Syrian toddlers washing up on beaches, a girl in polka dots, a boy in tiny shoes.",1337,2015-09-04,Exodus of Syrians Highlights Political Failure of the West,Middle East,2015
"Human rights groups say that xenophobic violence has reached “alarming proportions” in Greece since the rise of Golden Dawn, an extremist party, in the June election.","ATHENS — A week after an extremist right-wing party gained an electoral foothold in Greece’s Parliament earlier this summer, 50 of its members riding motorbikes and armed with heavy wooden poles roared through Nikaia, a gritty suburb west of here, to telegraph their new power.",1380,2012-07-10,Greek Far Right Hangs a Target on Immigrants,Europe,2012
"After Luigi Di Maio returned from vacation with a deep tan, images depicting him in a form of blackface filled Italy’s web. He shared pictures of himself as Michael Jordan and a Huxtable.","In one image, he was a new relative in the Huxtable family from “The Cosby Show.” In another, his face was superimposed on the body of Michael Jordan as he glided to the rim. In another, he was placed in a scene from a classic Italian film in which the actor Totò, wearing blackface, plays an ambassador from a fictional African country.",593,2020-08-28,Italy Foreign Minister Shares Blackface Images of His Summer Tan,Europe,2020
Experts say millions in developing countries could be on the move because of worsening climate change.,"DHAKA, BANGLADESH — Mahe Noor left her village in southern Bangladesh after Cyclone Sidr flattened her family’s home and small market in 2007. Jobless and homeless, she and her husband, Nizam Hawladar, moved to this crowded megalopolis, hoping that they might soon return home.",1427,2010-01-03,Environmental Refugees Unable to Return Home,Asia Pacific,2010
The crime ring was said to control movement of Chinese products in Europe out of the Tuscan city of Prato.,"ROME — Police officers in Italy swooped down on a Chinese mafia organization on Thursday, arresting 33 people on suspicion of running a criminal enterprise that dominated the transport of Chinese products in Europe, financed with money from prostitution, gambling and drugs.",708,2018-01-18,Police Bust a Chinese Mafia in the Country That Invented the Term,Europe,2018
"Even the most established are finding themselves under challenge from xenophobic politicians exploiting fears of migrants or economic crises to advance isolationist, reactionary ideologies.","This year’s Athens Democracy Forum will be the fourth, and it will not be the last. It cannot be. Democratization is not accomplished or achieved. It is a process, as complex and changing as the world, forever in danger, forever evolving, forever in need of vigilance and repair. ",747,2016-09-14,Rough Sailing for Liberal Values,Europe,2016
"The former prisons director got nearly three-fifths of the vote, but few voters expect relief from poverty and graft.","A conservative former prisons director was elected Guatemala’s president on Sunday, in a race that took place against the backdrop of a migration crisis in which thousands of Guatemalans leave the country each month.",1107,2019-08-11,"Alejandro Giammattei, a Conservative, Wins Guatemala’s Presidency",Americas,2019
"Anyone who wears a full-face veil, such as a burqa or a niqab, in a public place faces a fine of 150 euros, or about $167.","Austria has banned wearing a full facial veil in public places, the latest move by a European country to restrict expressions of Muslim identity viewed as contrary to Western secular values. The decision immediately drew criticism from rights advocates and from representatives of Austria’s Muslim community.",702,2017-05-17,Austrian Parliament Bans Full Facial Veils in Public,Europe,2017
"After Prime Minister David Cameron said he wanted better conditions from the European Union if Britain was to remain a member, a French official said the talk lacked details.","LONDON — With a referendum on the horizon on whether to remain in the European Union, Prime Minister David Cameron of Britain has toured the Continent, wooing his counterparts to try to win changes to Britain’s conditions for membership in the 28-nation bloc.",669,2015-09-24,"What Britain Wants From European Union Is Not Clear, France Says",Europe,2015
Richard Flanagan described the suffering by refugees and asylum seekers held on the islands of Nauru and Manus as so extreme that it has been compared to torture.,"SYDNEY, Australia — One of Australia’s leading authors used a speech on Thursday at a prominent literary gathering to rebuke the government for its policies on refugees and asylum seekers held offshore, describing their suffering as so extreme it has been compared to torture.",619,2016-09-01,"Refugees’ Lives ‘Stripped of Meaning’ by Detention, Australian Author Says",Australia,2016
"Prime Minister Charles Michel’s biggest coalition partner, the right-wing Flemish party, revolted in opposition to the planned signing of an international agreement on migration.","BRUSSELS — The Belgian government has lost its majority in Parliament after its biggest coalition partner, the right-wing Flemish party, left in opposition to the planned signing this month of an international agreement on migration.",653,2018-12-09,Government in Belgium Loses Majority Over U.N. Migration Pact,Europe,2018
"The European Union has expanded the power of its controversial digital czar, and the new leader of the bloc’s executive arm is calling for an expanded role in military matters.","BRUSSELS — A major leap in the European Union’s digital policy and a new defense department will be two of the bloc’s top priorities for the next five years, as the new leadership and organization of its 32,000-strong executive arm was unveiled on Tuesday.",1056,2019-09-10,"E.U. Leadership Shake Up: The Most Consequential, and Controversial, Things to Know",Europe,2019
The U.S. government shutdown offers a reminder that borders are often potent symbols of political divides.,"Countries rise and fall over borders — and how they are guarded. Wars are fought, lives upended. Then again, sometimes it’s more a matter of trash not being collected in national parks, and politicians issuing dueling news releases.",1113,2019-01-09,When Is a Border Just a Border? Almost Never,Americas,2019
The Kurdistan Freedom Hawks said they had carried out the attack in Ankara that killed 37 in retaliation for military operations against rebels.,"ISTANBUL — A militant group with links to the Kurdistan Workers’ Party, which has waged a three-decade insurgency for autonomy inside Turkey, claimed responsibility on Thursday for a car bombing in the capital, Ankara, over the weekend that killed 37 people.",620,2016-03-17,Kurdish Militants Say They’re Behind Car Bombing in Turkey’s Capital,Europe,2016
The Kurdistan Freedom Hawks said they had carried out the attack in Ankara that killed 37 in retaliation for military operations against rebels.,"ISTANBUL — A militant group with links to the Kurdistan Workers’ Party, which has waged a three-decade insurgency for autonomy inside Turkey, claimed responsibility on Thursday for a car bombing in the capital, Ankara, over the weekend that killed 37 people.",620,2016-03-17,Kurdish Militants Say They’re Behind Car Bombing in Turkey’s Capital,Europe,2016
The episode between the police and residents came two days after President Trump made provocative claims about migration and crime in Sweden.,"STOCKHOLM — Residents in a northwestern suburb predominantly inhabited by immigrants have clashed with police officers, two days after President Trump unleashed a vague but pointed critique of Sweden’s migration policies.",1083,2017-02-21,Clashes in Stockholm Suburb Draw Attention to Trump’s Remarks,Europe,2017
"The decision offers support to an ally who has cooperated on issues that concern Washington, including stemming the flow of illegal drugs and migrants.",MEXICO CITY — The United States government recognized President Juan Orlando Hernández of Honduras as the winner of last month’s disputed election on Friday amid angry protests by Hondurans who believe the vote count was fraudulent.,678,2017-12-23,U.S. Backs Honduran President’s Victory in Disputed Election,Americas,2017
The largely liberal Hindu diaspora that cheered for the Indian prime minister in New York backs a different set of values in the country where they were born.,"NEW DELHI — In Madison Square Garden in New York on Sunday, about 20,000 people, most of them aligned with the Democratic Party, gathered to proclaim their love for a man whom the Republicans might have claimed as their own.",684,2014-10-01,Indians Adoring Modi From Afar,Asia Pacific,2014
A human rights report that found evidence of crimes against humanity in North Korea also said China had failed to meet its responsibility to refugees under international law.,"The United Nations panel that compiled an extensive report on human rights abuses in North Korea and warned its leader, Kim Jong-un, that he could face charges for crimes against humanity, also had some criticism of the country’s only major ally, China.",552,2014-02-18,U.N. Panel Faults China on North Korean Refugees,Asia Pacific,2014
Prime Minister David Cameron agreed to a package of concessions that clear the way for him to call for a vote in Britain on whether to cut ties to the union.,"BRUSSELS — European Union leaders agreed on Friday to a deal to overhaul their ties with Britain, opening the way for a high-stakes referendum on whether the bloc’s most ambivalent member country will stay within the union or quit.",1054,2016-02-19,E.U. Deal Clears Path for British Referendum on Membership,Europe,2016
"The president seemed to be suggesting, falsely, that the Scandinavian country had been attacked by terrorists.","LONDON — Swedes reacted with confusion, anger and ridicule on Sunday to a vague remark by President Trump that suggested that something terrible had occurred in their country.",1081,2017-02-19,‘Last Night in Sweden’? Trump’s Remark Baffles a Nation,Europe,2017
The 1959 play portrayed the struggles of a poor African-American family. A production in Stockholm points to Sweden’s decreasing tolerance.,"STOCKHOLM — Groundbreaking at the time, the 1959 Broadway play “A Raisin in the Sun” showcased to a wider public the struggles of a poor African-American family on the South Side of Chicago.",1112,2016-02-03,‘A Raisin in the Sun’ Through the Eyes of Afro-Swedes,Europe,2016
"Emmanuel Macron and Theresa May agreed to reinforce cooperation on defense, security and migration. But Anglo-French ties will soon be tested.","LONDON — Agreements on defense, security and the treatment of migrants were reached by President Emmanuel Macron of France and Prime Minister Theresa May of Britain on Thursday, as the two leaders sought to protect critical areas of cooperation while Britain prepares to withdraw from the European Union.",1038,2018-01-18,Britain and France Agree on Deals to Limit Brexit Fallout,Europe,2018
"Germany, known as obedient to rules, finds its identity shaken as its claim to moral leadership of Europe has been tarnished after repeatedly urging other nations to welcome migrants.","BERLIN — As Germany has emerged as the dominant actor in Europe, it has lectured Greece and other debtor nations on the virtues of thrift and lately wagged its finger at countries that balk at receiving a share of refugees from the killing fields of Syria. Its right to lead, based on a narrative of self-sacrifice and obedience to rules, was generally acknowledged.",1176,2015-09-24,A Car Scandal Shoves Berlin Off High Ground,Europe,2015
The delirium expressed since the men’s soccer team captured the trophy has been a boost for supporters of multiculturalism.,"PARIS — The bells of Notre Dame rang out, subway conductors sounded their horns across Paris and crowds packed the Champs-Élysées for the second day running on Monday — an explosion of joy washing over France even greater than 20 years ago, when the country last won the men’s soccer World Cup.",1035,2018-07-16,France’s World Cup Win Is a ‘National Relief’ After Attacks and Racial Tension,Europe,2018
"The raid was carried out to check residency permits and eliminate networks of religious extremists, officials said.","MOSCOW — Russian police and security officials in St. Petersburg detained 271 people, mostly migrants from Central Asia and the North Caucasus region, during a raid on Friday on Muslim prayer rooms at a central market. They said the raid was carried out to check residency permits and to eliminate networks of religious extremists planning terrorist attacks.",257,2013-02-09,Russia Detains 271 People During Security Raid in St. Petersburg,Europe,2013
The evacuations highlighted the prevalence of siege warfare in Syria and the extent to which prolonged violence has altered the human fabric of communities there.,"BEIRUT, Lebanon — After nearly two years of punishing siege and bombardment by their enemies, more than 7,000 people were bused out of four towns in Syria on Friday in the most recent population transfer during six years of war.",934,2017-04-14,"More Than 7,000 People Evacuated From 4 Besieged Syrian Towns",Middle East,2017
"The Scottish brand of nationalism, on ample display ahead of the independence vote, looks very different from the far-right varieties blossoming across Europe.","EDINBURGH — Humza Yousaf says “aye” instead of “yes.” He wears a kilt on special occasions and is designing his own tartan: the Yousaf tartan, which will live alongside its MacDonald and MacDuff counterparts for all the Yousafs who will come after him — many, he hopes.",644,2014-04-08,"Proud Scots, Wherever They’re From",Europe,2014
Prime Minister Narendra Modi stridently backed a law establishing a religious test for migrants that has led to deadly protests.,"NEW DELHI — Prime Minister Narendra Modi of India delivered on Sunday a strident defense of a contentious citizenship law that has fueled deadly protests, accusing opposition politicians of “spreading lies” and demonstrators of trying to destroy the country through vandalism and bloodshed.",1060,2019-12-22,Modi Defends Indian Citizenship Law Amid Violent Protests,Asia Pacific,2019
"Michael Gove, Britain’s justice secretary, said a campaign effort by Nigel Farage’s U.K. Independence Party “was the wrong thing to do.”","LONDON — The poster, circulated by a group advocating Britain’s withdrawal from the European Union, shows a huge line of migrants snaking into the distance, with the words “Breaking Point” slashed over them in fire-engine red.",619,2016-06-19,Anti-Immigration Poster Denounced by a Top ‘Brexit’ Advocate,Europe,2016
The sport was roiled anew after Bulgarian fans made Nazi salutes and yelled monkey chants at England’s players in Sofia on Monday.,"In the hours after Bulgarian soccer fans made monkey chants, raised arms in Nazi salutes and verbally abused black players on England’s national soccer team on Monday,  outrage spread from the field to soccer officials and fans around the world.",1028,2019-10-15,Bulgarian Soccer Chief Resigns After Fans’ Racist Abuse of England,Europe,2019
The Pew survey of respondents in 10 European countries shows increasing unhappiness with the bloc during a period of low growth and a crisis in migration.,"LONDON — As Britain prepares to vote on June 23 on whether to remain in the European Union, skepticism about the bloc is on the rise across Europe, with about two-thirds of Britons wanting some powers returned to their national government, according to an opinion poll released on Tuesday by the Pew Research Center, a nonpartisan institution based in Washington.",623,2016-06-07,"Disenchantment with E.U. Grows, Poll Finds",Europe,2016
The seeds that were sowed as Western powers like Britain faded after the world wars have contributed to the persistent problems of the present.,LONDON — The calendar is filling with moments marking Britain’s role in molding events that changed the world.,676,2016-05-12,The Imperialist Roots of Our Modern Crises,Europe,2016
A century-long ebb and flow of migrants has created a population of Franco-Algerians and Algerian-French whom neither country fully embraces.,"CAP FALCON, Algeria — The fishermen of Cap Falcon, a peaceful beach on Algeria’s western Mediterranean coast, swear they can see the Spanish mountaintops when the weather is clear. So tantalizingly close is Europe, the beach is a favorite launching point for the “harragas,” as illegal migrants are known here.",1066,2015-08-15,"For French-Algerians and Algerian-French, No Place to Truly Call Home",Africa,2015
The coalition of the Five Star Movement and the anti-immigrant League has European leaders worried about the alliance’s anti-euro tendencies and threats to crack down on migration.,"ROME — Luigi Di Maio, the political leader of the anti-establishment Five Star Movement, looked giddy as he led the rest of Italy’s new populist government into a frescoed room in Rome’s Quirinal Palace on Friday to be sworn in by a president whose impeachment Mr. Di Maio had demanded only days earlier.",1080,2018-06-01,Italy’s New Populist and Anti-Establishment Government Is Sworn In,Europe,2018
Chancellor Angela Merkel said she expected the I.M.F. to participate in the new bailout as Germany’s Parliament prepared to vote on the package this week.,"BERLIN — Chancellor Angela Merkel said on Sunday that she expected the International Monetary Fund to take part in the new bailout for Greece, as she sought to head off opposition to the aid package in the German Parliament.",642,2015-08-16,Merkel Seeks to Head Off Opposition to Greek Bailout,Europe,2015
"A group calling itself Free Swabylon defaced a statue with the southern German noodle dish, the latest episode in an escalating quarrel between Berliners and migrants from Swabia.","BERLIN — Separatists have escalated a growing conflict in the heart of the German capital. Their weapons of choice were delicious egg noodles, their victim a woman made of bronze.",1133,2013-01-18,Swabian Separatists Fling Spätzle to Make Their Point,Europe,2013
"Proposals would allow countries to reintroduce border controls following emergencies, like a terrorist attack, in a region of visa-free movement.","PARIS — The European Union authorities Friday sought to set new rules to maintain passport-free travel across large parts of the region, a response to recent moves by some governments to reinstate border controls because of mounting concern over what some see as uncontrolled migration from North Africa and the Middle East.",694,2011-09-16,Migration Prompts E.U. to Seek New Travel Rules,Europe,2011
"The police, appealing to the public for help, said the real assailant remained at large.","BRUSSELS — A noisy citizen journalist who reveled in verbal and physical fights in public spaces, Fayçal Cheffou never quite fit the profile of a furtive underground operative for the Islamic State. Yet that was the role assigned to him when the Belgian authorities announced that he had been charged with terrorism and the Belgian news media identified him as the “third bomber” at Brussels Airport in last Tuesday’s attacks.",1110,2016-03-28,Man Arrested as ‘Third Bomber’ in Brussels Attack Is Freed; Hunt Is Renewed,Europe,2016
"With Syrians fleeing the civil war by the tens of thousands, neighboring countries like Jordan are increasingly overwhelmed and reluctant to let them in.","RAMTHA, Jordan — When the Syrian refugees first started streaming into this bedraggled border town, Gassim al-Moghrebi was their tireless benefactor, distributing donations of food, money and clothes and sheltering as many as possible in two apartments he owned.",1135,2016-02-07,"As Syrians Flee Anew, Neighbors’ Altruism Hardens Into Resentment",Middle East,2016
"Thousands of Nigeriens who have fled Libya are now destitute, hungry and dependent on a government that admits it cannot help them.","NIAMEY, Niger — For tens of thousands of people from Niger, the downfall of Col. Muammar el-Qaddafi has been an economic catastrophe, plunging them suddenly from a world of good pay in Libya back into the precarious universe of their home country, one of the poorest and most dependent nations on earth. ",1053,2011-09-28,"As Thousands Leave Libya, and Jobs, Niger Feels Impact",Africa,2011
Hundreds of maids who fled from their employers now sleep in improvised shelters in their countries’ embassies.,"KUWAIT  With nowhere else to go, dozens of Nepalese maids who fled from their employers now sleep on the floor in the lobby of their embassy here, next to the visitors’ chairs.",1129,2010-08-02,Immigrant Maids Flee Lives of Abuse in Kuwait,Middle East,2010
He was scant on details. But the relief is more than economists predicted and comes as Indian cities are hemorrhaging jobs and workers.,"NEW DELHI — In a televised address Tuesday night, India’s prime minister, Narendra Modi, announced an  economic rescue package of more than $260 billion for a nation that, although relatively successful in controlling coronavirus infections, has been left economically devastated.",637,2020-05-12,Modi Announces $260 Billion Coronavirus Rescue Package for India,Asia Pacific,2020
"After a wave of violence against immigrants, hundreds had camped outside a United Nations refugee agency office, asking for help leaving the country.","JOHANNESBURG — South African police clad in riot gear on Wednesday forcibly broke up a group of refugees who had occupied a square in central Cape Town for three weeks, pleading for help in leaving a country plagued by anti-immigrant violence.",702,2019-10-30,South African Police Use Force to Disperse Refugee Sit-In After 3 Weeks,Africa,2019
"The foreign minister said Mexico would take “effective, immediate and blunt legal action” to protect Mexican Americans and Mexicans living in the U.S.","CIUDAD JUÁREZ, Mexico — Mexico demanded protections for Mexicans and Mexican-Americans living in the United States and threatened legal action on Sunday, a day after the shooting at an El Paso Walmart that left Mexican citizens among the dead and wounded.",658,2019-08-04,"After El Paso Attack, Mexico Demands Protections for Mexicans in the U.S.",Americas,2019
"The encounter will occur during a long-delayed “working visit” by the president, who is deeply unpopular in Britain.","President Trump will meet Queen Elizabeth II during his long-delayed first trip to Britain next month, the United States ambassador to Britain said on Wednesday, an encounter that could reignite furor among British critics who oppose his deeply divisive policies and his polarizing personality.",677,2018-06-20,"Trump Will Meet Queen Elizabeth II Next Month, His Ambassador Says",Europe,2018
"Austria’s Freedom Party leader also reported, on Facebook, that he had recently met with President-elect Donald J. Trump’s pick for national security adviser.","BERLIN — The leader of the Austrian far-right Freedom Party has signed what he called a cooperation agreement with Russia’s ruling party and recently met with Lt. Gen. Michael T. Flynn, the designated national security adviser to President-elect Donald J. Trump of the United States.",736,2016-12-19,Austria’s Far Right Signs a Cooperation Pact With Putin’s Party,Europe,2016
"Under protocol, the pope is to hold a meeting with the leader of the country that presides over the Security Council. Currently, that is Russia.","UNITED NATIONS — President Vladimir V. Putin of Russia could have an audience with Pope Francis on the sidelines of the development summit meeting here this month — but only, the Vatican envoy to the United Nations said Wednesday, if Mr. Putin gets here in time.",755,2015-09-10,Putin and Pope May Hold Talks at United Nations,Americas,2015
The result was seen as a sign that Bulgarians still see their future lying more with the European Union and less with Russia.,"SOFIA, Bulgaria — The former prime minister of Bulgaria verged on retaking power Sunday as his center-right party held a narrow lead in a contested election, a sign that Bulgarians still see their future lying with the European Union.",735,2017-03-27,Bulgaria’s Ex-Premier Nears Return to Power in a Key Election for Europe,Europe,2017
"Rumen Radev, a former air force commander with no previous political experience, seemed headed for a decisive victory in a runoff election.","SOFIA, Bulgaria — A pro-Russia former air force commander with no previous political experience appeared headed for a decisive victory on Sunday in a runoff election to become Bulgaria’s president. The results prompted the current governing party’s prime minister to say he would resign, setting the stage for early elections in the spring.",696,2016-11-13,Pro-Russia Candidate Appears Likely to Win Bulgarian Presidency,Europe,2016
"Gao Chengyong is suspected of raping and killing 11 people over 14 years, sometimes cutting off body parts and slitting their throats.","HONG KONG — Gao Chengyong led a quiet life in a small city in western China. A onetime migrant laborer, he raised two boys who went to college. He enjoyed ballroom dancing with his wife.",688,2016-08-29,Man Thought to Be China’s Jack the Ripper Is Arrested,Asia Pacific,2016
"The capture, announced by the military government, was said to have been made at the border between Thailand and Cambodia.","BANGKOK — The head of Thailand’s military government, Prayuth Chan-ocha, said on Tuesday that security forces had arrested a man they believe planted the bomb that killed 20 people in Bangkok two weeks ago.",807,2015-09-01,A 2nd Suspect Is Arrested in Bangkok Shrine Bombing,Asia Pacific,2015
"The far-right Danish People’s Party emerged in second place over all, raising questions about the role it could play in a new government.","In an election that turned on economic uncertainty and fierce debates over immigration, Danish voters on Thursday ousted their center-left government in a clear swing to the right that unexpectedly elevated an anti-immigrant, anti-European Union party that had been on the margins of the country’s politics. ",688,2015-06-19,Anti-Immigrant Party Gains in Denmark Elections,Europe,2015
"The cabinet ordered officials to move migrants to Thengar Char, which is lashed by high tides year-round and submerged during the monsoon season.","DHAKA, Bangladesh — Bangladesh’s government is moving forward with a plan to relocate Rohingya refugees staying in camps near the country’s largest tourist resort towns to a remote island that is underwater for much of the year.",733,2017-01-31,Rohingya Refugees in Bangladesh to Be Relocated to Remote Island,Asia Pacific,2017
"Ten Turkish citizens were among those arrested in Shanghai and accused of providing altered Turkish passports to nine Uighurs trying to flee the country, a state-run newspaper reported.","BEIJING — The police in Shanghai have arrested 10 Turkish citizens and two Chinese citizens and accused them of providing altered Turkish passports to terrorist suspects from the western region of Xinjiang, a state-run newspaper reported on Wednesday.",734,2015-01-14,Turks Are Held in Plot to Help Uighurs Leave China ,Asia Pacific,2015
"The legislation would make it possible to prosecute in cases where victims made clear they did not want to engage in sexual activity, even if they did not cry out for help.",BERLIN — German lawmakers unanimously approved legislation on Thursday that would make it easier to prosecute suspects of sexual violence and that defines rape as the violation of a woman’s will under the principle of “no means no.”,784,2016-07-07,Germany Passes ‘No Means No’ Law After Cologne Attacks,Europe,2016
"At the gathering in Brussels, President Robert G. Mugabe of Zimbabwe had sought to marshal a boycott for a major summit meeting to protest European influence.",Scores of European and African leaders and officials gathered in Brussels on Wednesday for a major summit meeting overshadowed by bloodletting in the Central African Republic and lingering postcolonial resentments.,661,2014-04-02,Postcolonial Resentments Loom Over Meeting of Europeans and Africans,Africa,2014
"In an interview with the Financial Times newspaper, the Russian president declared that the “liberal idea” was “obsolete.”","MOSCOW — President Vladimir V. Putin, already a well established geopolitical star, had a splashy day on the global stage at the Group of 20 summit meeting on Friday, even by his own standards.",725,2019-06-28,Putin Makes a Splash at the G20 Summit,Europe,2019
"Unlike their E.U. counterparts, children of Turkish immigrants have to choose their nationality by the age of 23 or they will lose their German passports.","BERLIN — Over the past several weeks, Sukru Uslucan’s office in Berlin’s bustling, multiethnic Kreuzberg district has been inundated with requests for appointments.",750,2013-04-15,A Difficult Choice for Turks in Germany,Europe,2013
"The new chancellor, Sebastian Kurz, is now Europe’s youngest leader after joining forces with the Freedom Party, founded by neo-Nazis after World War II.","BERLIN — A new coalition government was sworn in on Monday in Austria, and for the first time in more than 10 years it includes the far-right Freedom Party, a watershed for the populist movements that unsettled European politics this year.",1123,2017-12-18,"Austria’s New Government: A Mix of Far-Right, Pro-Europe and Youth",Europe,2017
"Scholars and historians spent three years preparing a nearly 2,000-page edition with about 3,500 annotations in anticipation of the work entering the public domain.","MUNICH — At a time when nationalist and far-right politics are again ascendant in Europe, a team of German historians presented a new, annotated edition of a symbolic text of that movement on Friday: “Mein Kampf,” by Adolf Hitler.",1234,2016-01-08,"‘Mein Kampf,’ Hitler’s Manifesto, Returns to German Shelves",Europe,2016
"The new chancellor, Sebastian Kurz, is now Europe’s youngest leader after joining forces with the Freedom Party, founded by neo-Nazis after World War II.","BERLIN — A new coalition government was sworn in on Monday in Austria, and for the first time in more than 10 years it includes the far-right Freedom Party, a watershed for the populist movements that unsettled European politics this year.",1123,2017-12-18,"Austria’s New Government: A Mix of Far-Right, Pro-Europe and Youth",Europe,2017
“Operation Car Wash” has shaken Brazil’s elite and fueled anger among the lower classes about epic and systemic corruption.,"BRASÍLIA — The mercantile thrum at the Posto da Torre begins at daybreak with a rush of motorcycle deliverymen and taxi drivers who come to fill their tanks with gas, and their bellies with warm puffs of cheesy bread.",1150,2016-06-10,"At the Birthplace of a Graft Scandal, Brazil’s Crisis Is on Full Display",Americas,2016
"“If Europe does not look carefully to future challenges, Europe will dry up,” the pontiff warned on a trip to Romania.","BUCHAREST, Romania — Pope Francis, on the last day of his trip to Romania, on Sunday asked for forgiveness on behalf of his church for the suffering endured by the Roma people, saying his heart was “weighed down by the many experiences of discrimination, segregation and mistreatment” they have experienced.",1201,2019-06-02,Pope Francis Apologizes to Roma for Mistreatment and Urges European Unity,Europe,2019
"The attack, which injured 15 people near the entrance to a music festival, was the fourth high-profile assault in the country in a week.","ANSBACH, Germany — A 27-year-old Syrian who blew himself up on Sunday evening outside a wine bar in southern Germany, wounding 15 people, had recorded a cellphone video in which he professed loyalty to the Islamic State, officials said Monday.",1127,2016-07-25,"Suicide Bomber in Ansbach, Germany, Pledged Loyalty to ISIS, Officials Say",Europe,2016
"Episodes like the death of a boy who was shoved in front of a train have fueled public anxiety, and far-right campaigning, in Germany.","BERLIN — Germany ranks in international studies as one of the safest, most peaceful countries in  the world. Overall crime has declined for the better part of a decade, and statistics show that Germans have relatively few reasons to feel insecure.",1165,2019-08-18,A Summer of Angst in One of the World’s Safest Countries,Europe,2019
